slang,formal,in-dictionary,duplicate,context
ngerriiii,ngeri,1,0,"15 @algaeslovania_premiumskincare1#GAK PEDE KARNA KULIT KUSAM MU YG PENUH JRWT SERTA FLEK DAN MACEM2 PROBLEM KULIT LAIN NYA!, UDH PRWTAN TP HSL BLM MAKSIMAL ATO PGEN COBA SKINCARE PERAWATAN TP TAKUT PRODUK NYA GAK JELAS ASL USUL NYA,,, IYAH KITA WANITA MMG HRS PINTER2 LOH DLM MEMILIH PRODUK PRWATAN APALG UTK WAJAH, SALAH2 BKN NY BAGUS MALAH ANCURRR,,, NGERRIIII KAN,,, AK YG UDA PNRNH PNY PENGALAMAN BURUK SKG UDH LEBIH BERHATI2, AKU PILIH PRODUK YG RINGAN DIPAKE SEHARI2 ,RACIKN DOKTER YG TERBUKTI AMAN DAN GAK BIKIN KETERGANTUNGAN , ALGAE SLOVENIA PREMIUM SKINCARE, CRRAM PRWTN WJH YG AKU PAKE INI RACIKAN DOKTER DR SINGAPORE,, BANJIIR TETIMONI UDH BIASA, CREAM INI MMG OKE BANGETTT. TESTIMONI RIBUAN DR MRK YG UDA PAKE DULUAN,,, CEK IG AKU @ALGAESLOVANIA_PREMIUMSKINCARE1 CREAM BEKELAS PREMIUM UTK MRK YG PEDULI KWALITAS. ADD MY PIN 5E3E04F5 DAN WA 081210238087 UTK INFO LBH LGKP @algaeslovania_premiumskincare1"
uda,sudah,1,0,"Kalau sekarang wulan sari uda lebih baik??? MASA SIH.....yg ada makin sering bikin sensasi, bajunya aja sllu kekurangan bahan, minta maaf di YouTube, org goblok pun tahu cara minta maaf tu scra langsung. Cium dulu kaki bunda @maiaestiantyreal"
pnrnh,pernah,1,0,"15 @algaeslovania_premiumskincare1#GAK PEDE KARNA KULIT KUSAM MU YG PENUH JRWT SERTA FLEK DAN MACEM2 PROBLEM KULIT LAIN NYA!, UDH PRWTAN TP HSL BLM MAKSIMAL ATO PGEN COBA SKINCARE PERAWATAN TP TAKUT PRODUK NYA GAK JELAS ASL USUL NYA,,, IYAH KITA WANITA MMG HRS PINTER2 LOH DLM MEMILIH PRODUK PRWATAN APALG UTK WAJAH, SALAH2 BKN NY BAGUS MALAH ANCURRR,,, NGERRIIII KAN,,, AK YG UDA PNRNH PNY PENGALAMAN BURUK SKG UDH LEBIH BERHATI2, AKU PILIH PRODUK YG RINGAN DIPAKE SEHARI2 ,RACIKN DOKTER YG TERBUKTI AMAN DAN GAK BIKIN KETERGANTUNGAN , ALGAE SLOVENIA PREMIUM SKINCARE, CRRAM PRWTN WJH YG AKU PAKE INI RACIKAN DOKTER DR SINGAPORE,, BANJIIR TETIMONI UDH BIASA, CREAM INI MMG OKE BANGETTT. TESTIMONI RIBUAN DR MRK YG UDA PAKE DULUAN,,, CEK IG AKU @ALGAESLOVANIA_PREMIUMSKINCARE1 CREAM BEKELAS PREMIUM UTK MRK YG PEDULI KWALITAS. ADD MY PIN 5E3E04F5 DAN WA 081210238087 UTK INFO LBH LGKP @algaeslovania_premiumskincare1"
pny,punya,1,0,hmm sy so pny ayah dn @parkashoes
skg,sekarang,1,0,"Kasihan liat dani skg, sngt tdk terawat, rambut, muka ... Pdhl dl wk sm bunda @maiaestiantyreal  bersih ganteng, skg kok ky gini"
wk,waktu,1,0,"Kasihan liat dani skg, sngt tdk terawat, rambut, muka ... Pdhl dl wk sm bunda @maiaestiantyreal  bersih ganteng, skg kok ky gini"
berhati2,berhati-hati,1,0,"15 @algaeslovania_premiumskincare1#GAK PEDE KARNA KULIT KUSAM MU YG PENUH JRWT SERTA FLEK DAN MACEM2 PROBLEM KULIT LAIN NYA!, UDH PRWTAN TP HSL BLM MAKSIMAL ATO PGEN COBA SKINCARE PERAWATAN TP TAKUT PRODUK NYA GAK JELAS ASL USUL NYA,,, IYAH KITA WANITA MMG HRS PINTER2 LOH DLM MEMILIH PRODUK PRWATAN APALG UTK WAJAH, SALAH2 BKN NY BAGUS MALAH ANCURRR,,, NGERRIIII KAN,,, AK YG UDA PNRNH PNY PENGALAMAN BURUK SKG UDH LEBIH BERHATI2, AKU PILIH PRODUK YG RINGAN DIPAKE SEHARI2 ,RACIKN DOKTER YG TERBUKTI AMAN DAN GAK BIKIN KETERGANTUNGAN , ALGAE SLOVENIA PREMIUM SKINCARE, CRRAM PRWTN WJH YG AKU PAKE INI RACIKAN DOKTER DR SINGAPORE,, BANJIIR TETIMONI UDH BIASA, CREAM INI MMG OKE BANGETTT. TESTIMONI RIBUAN DR MRK YG UDA PAKE DULUAN,,, CEK IG AKU @ALGAESLOVANIA_PREMIUMSKINCARE1 CREAM BEKELAS PREMIUM UTK MRK YG PEDULI KWALITAS. ADD MY PIN 5E3E04F5 DAN WA 081210238087 UTK INFO LBH LGKP @algaeslovania_premiumskincare1"
dipake,dipakai,0,0,Hp buntut dipake dasar bopung... @laluralfi
sehari2,sehari-hari,1,0,"15 @algaeslovania_premiumskincare1#GAK PEDE KARNA KULIT KUSAM MU YG PENUH JRWT SERTA FLEK DAN MACEM2 PROBLEM KULIT LAIN NYA!, UDH PRWTAN TP HSL BLM MAKSIMAL ATO PGEN COBA SKINCARE PERAWATAN TP TAKUT PRODUK NYA GAK JELAS ASL USUL NYA,,, IYAH KITA WANITA MMG HRS PINTER2 LOH DLM MEMILIH PRODUK PRWATAN APALG UTK WAJAH, SALAH2 BKN NY BAGUS MALAH ANCURRR,,, NGERRIIII KAN,,, AK YG UDA PNRNH PNY PENGALAMAN BURUK SKG UDH LEBIH BERHATI2, AKU PILIH PRODUK YG RINGAN DIPAKE SEHARI2 ,RACIKN DOKTER YG TERBUKTI AMAN DAN GAK BIKIN KETERGANTUNGAN , ALGAE SLOVENIA PREMIUM SKINCARE, CRRAM PRWTN WJH YG AKU PAKE INI RACIKAN DOKTER DR SINGAPORE,, BANJIIR TETIMONI UDH BIASA, CREAM INI MMG OKE BANGETTT. TESTIMONI RIBUAN DR MRK YG UDA PAKE DULUAN,,, CEK IG AKU @ALGAESLOVANIA_PREMIUMSKINCARE1 CREAM BEKELAS PREMIUM UTK MRK YG PEDULI KWALITAS. ADD MY PIN 5E3E04F5 DAN WA 081210238087 UTK INFO LBH LGKP @algaeslovania_premiumskincare1"
prwtn,perawatan,1,0,"3 Â @algaeslovania_premiumskincare1 #HAY TEMEN2 SEMUA..MAO PRODUK BAGUS,, TP YG GAK MURHAN YAH.. CREAMÂ PRWTN WJH YG OKE BGETTT,, CREAMÂ  RACIKANÂ  DOKTERÂ  DR LUAR NEGRI,, INI LOH CREAM YG MEMBUAT IMPIAN KITA UTK MEMILIKIÂ  KULIT CANTIK BS MENJADI KENYATAAN, ALGAE SLOVANIA PREMIUM SKINCARE, CREAM PRWTN WAJAH DARI SINGAPORE.. AMAN, RINGAN N TERJAMINÂ  KWALITASÂ  NY,, UTK MEREKA2 YG TAU KWALITAS JG TENTUNYA,, AKU JUGA PAKKE LOH N RIBUANÂ  CUSTUMERÂ  KU JUGA UDA PD PAKE,, CEK IG AKU YA.. RIBUANÂ  TESTIMONIÂ  N TERBUKTI, INFO ADD MY PIN.5E3E04F5FOLLOWÂ  MY IG: @algaeslovania_premiumskincare1  WA:081210238087"
wjh,wajah,1,0,"Mas ariel cocok kok sma tante sophie .....emg sih aq lbh ska lg lw mas ariel dgn kk luna maya tp kn krn mas ariel uda ptus sma kak luna maya , y mw d kata apa lg ..jd cocok2 aja kok sma tante sophie ....krn wjh tante sophie gk klh cntk nya dgn kak luna maya"
banjiir,banjir,1,0,"15 @algaeslovania_premiumskincare1#GAK PEDE KARNA KULIT KUSAM MU YG PENUH JRWT SERTA FLEK DAN MACEM2 PROBLEM KULIT LAIN NYA!, UDH PRWTAN TP HSL BLM MAKSIMAL ATO PGEN COBA SKINCARE PERAWATAN TP TAKUT PRODUK NYA GAK JELAS ASL USUL NYA,,, IYAH KITA WANITA MMG HRS PINTER2 LOH DLM MEMILIH PRODUK PRWATAN APALG UTK WAJAH, SALAH2 BKN NY BAGUS MALAH ANCURRR,,, NGERRIIII KAN,,, AK YG UDA PNRNH PNY PENGALAMAN BURUK SKG UDH LEBIH BERHATI2, AKU PILIH PRODUK YG RINGAN DIPAKE SEHARI2 ,RACIKN DOKTER YG TERBUKTI AMAN DAN GAK BIKIN KETERGANTUNGAN , ALGAE SLOVENIA PREMIUM SKINCARE, CRRAM PRWTN WJH YG AKU PAKE INI RACIKAN DOKTER DR SINGAPORE,, BANJIIR TETIMONI UDH BIASA, CREAM INI MMG OKE BANGETTT. TESTIMONI RIBUAN DR MRK YG UDA PAKE DULUAN,,, CEK IG AKU @ALGAESLOVANIA_PREMIUMSKINCARE1 CREAM BEKELAS PREMIUM UTK MRK YG PEDULI KWALITAS. ADD MY PIN 5E3E04F5 DAN WA 081210238087 UTK INFO LBH LGKP @algaeslovania_premiumskincare1"
tetimoni,testimoni,1,0,"15 @algaeslovania_premiumskincare1#GAK PEDE KARNA KULIT KUSAM MU YG PENUH JRWT SERTA FLEK DAN MACEM2 PROBLEM KULIT LAIN NYA!, UDH PRWTAN TP HSL BLM MAKSIMAL ATO PGEN COBA SKINCARE PERAWATAN TP TAKUT PRODUK NYA GAK JELAS ASL USUL NYA,,, IYAH KITA WANITA MMG HRS PINTER2 LOH DLM MEMILIH PRODUK PRWATAN APALG UTK WAJAH, SALAH2 BKN NY BAGUS MALAH ANCURRR,,, NGERRIIII KAN,,, AK YG UDA PNRNH PNY PENGALAMAN BURUK SKG UDH LEBIH BERHATI2, AKU PILIH PRODUK YG RINGAN DIPAKE SEHARI2 ,RACIKN DOKTER YG TERBUKTI AMAN DAN GAK BIKIN KETERGANTUNGAN , ALGAE SLOVENIA PREMIUM SKINCARE, CRRAM PRWTN WJH YG AKU PAKE INI RACIKAN DOKTER DR SINGAPORE,, BANJIIR TETIMONI UDH BIASA, CREAM INI MMG OKE BANGETTT. TESTIMONI RIBUAN DR MRK YG UDA PAKE DULUAN,,, CEK IG AKU @ALGAESLOVANIA_PREMIUMSKINCARE1 CREAM BEKELAS PREMIUM UTK MRK YG PEDULI KWALITAS. ADD MY PIN 5E3E04F5 DAN WA 081210238087 UTK INFO LBH LGKP @algaeslovania_premiumskincare1"
lgkp,lengkap,1,0,"15 @algaeslovania_premiumskincare1#GAK PEDE KARNA KULIT KUSAM MU YG PENUH JRWT SERTA FLEK DAN MACEM2 PROBLEM KULIT LAIN NYA!, UDH PRWTAN TP HSL BLM MAKSIMAL ATO PGEN COBA SKINCARE PERAWATAN TP TAKUT PRODUK NYA GAK JELAS ASL USUL NYA,,, IYAH KITA WANITA MMG HRS PINTER2 LOH DLM MEMILIH PRODUK PRWATAN APALG UTK WAJAH, SALAH2 BKN NY BAGUS MALAH ANCURRR,,, NGERRIIII KAN,,, AK YG UDA PNRNH PNY PENGALAMAN BURUK SKG UDH LEBIH BERHATI2, AKU PILIH PRODUK YG RINGAN DIPAKE SEHARI2 ,RACIKN DOKTER YG TERBUKTI AMAN DAN GAK BIKIN KETERGANTUNGAN , ALGAE SLOVENIA PREMIUM SKINCARE, CRRAM PRWTN WJH YG AKU PAKE INI RACIKAN DOKTER DR SINGAPORE,, BANJIIR TETIMONI UDH BIASA, CREAM INI MMG OKE BANGETTT. TESTIMONI RIBUAN DR MRK YG UDA PAKE DULUAN,,, CEK IG AKU @ALGAESLOVANIA_PREMIUMSKINCARE1 CREAM BEKELAS PREMIUM UTK MRK YG PEDULI KWALITAS. ADD MY PIN 5E3E04F5 DAN WA 081210238087 UTK INFO LBH LGKP @algaeslovania_premiumskincare1"
gtu,begitu,1,0,Loh kok gtu si
pdhl,padahal,1,0,itu kok hidungnya pesek ya bun pdhl bpknya aja mancung ibuknya juga :-D tp lucu bgt ganteng :-* sehat selalu ya nak :-*
bpknya,bapaknya,0,0,itu kok hidungnya pesek ya bun pdhl bpknya aja mancung ibuknya juga :-D tp lucu bgt ganteng :-* sehat selalu ya nak :-*
ibuknya,ibunya,0,0,itu kok hidungnya pesek ya bun pdhl bpknya aja mancung ibuknya juga :-D tp lucu bgt ganteng :-* sehat selalu ya nak :-*
mudah2an,mudah-mudahan,1,0,"y allah mba,,,,,, mudah2an  yg siksa org utan itu,,, dibls sm allah, yg setimpal"
ngaku,mengaku,1,0,"Waw mba pasti pernah mesantren berapa tahun mba? Oh ya Alhamdulillah saya jg udah pernah belajar waktu saya SMA itu surat Al-Luqman kan? @riefirdail mba tau ngga orang yg melecehkan Islam? Iya memang org non-muslim merekalah yg tau tapi tdk mau tau,,,,, :) atau jgn"" siapa tau kita mba atau saya *yg masih terdoktrin dogma waktu kecil, org muslim itu bakal masuk syurga meskipun di akhirat di ibaratkan pakaian kotor dicuci dineraka lalu dijemur atas dasar itulah kita berbuat semau kita, gampang mengkafirkan org, lalim,korupsi sebanyak""y,suka memandang org lain salah dan menganggap diri'y yg paling benar :) Tuhan tidak bodoh, klw kita hanya di analogikan pakaian kotor saja Berarti gampang masuk surga dong #ABU_SAYYAF, nanti pas disurga tiba"" dia minta Tuhan aku mau memenggal kepala orang gmn? Aku sih ogah satu surga ama #ABU_SAYYAF :) nah dari itu mba yg beriman/ngga kpd Allah silahkan toh meakipun semua manusia kafir Allah tetap jadi Tuhan,,,,lagian yah blm tentu kita jadi hamba Allah cuma kita'y doang yg ngaku"" jgn"" sebenar'y kita hamba jabatan,nafsu,harta bahkan hamba hp/gadget :)"
cantiik2,cantik-cantik,0,0,@yulianita_cahyono ini jadwal yg d makad andre. To dy gk mo ngaku klo intiny mau liat Nico ð
ngaku”,mengaku-ngaku,0,0,"Waw mba pasti pernah mesantren berapa tahun mba? Oh ya Alhamdulillah saya jg udah pernah belajar waktu saya SMA itu surat Al-Luqman kan? @riefirdail mba tau ngga orang yg melecehkan Islam? Iya memang org non-muslim merekalah yg tau tapi tdk mau tau,,,,, :) atau jgn"" siapa tau kita mba atau saya *yg masih terdoktrin dogma waktu kecil, org muslim itu bakal masuk syurga meskipun di akhirat di ibaratkan pakaian kotor dicuci dineraka lalu dijemur atas dasar itulah kita berbuat semau kita, gampang mengkafirkan org, lalim,korupsi sebanyak""y,suka memandang org lain salah dan menganggap diri'y yg paling benar :) Tuhan tidak bodoh, klw kita hanya di analogikan pakaian kotor saja Berarti gampang masuk surga dong #ABU_SAYYAF, nanti pas disurga tiba"" dia minta Tuhan aku mau memenggal kepala orang gmn? Aku sih ogah satu surga ama #ABU_SAYYAF :) nah dari itu mba yg beriman/ngga kpd Allah silahkan toh meakipun semua manusia kafir Allah tetap jadi Tuhan,,,,lagian yah blm tentu kita jadi hamba Allah cuma kita'y doang yg ngaku"" jgn"" sebenar'y kita hamba jabatan,nafsu,harta bahkan hamba hp/gadget :)"
kita’y,kitanya,0,0,"Waw mba pasti pernah mesantren berapa tahun mba? Oh ya Alhamdulillah saya jg udah pernah belajar waktu saya SMA itu surat Al-Luqman kan? @riefirdail mba tau ngga orang yg melecehkan Islam? Iya memang org non-muslim merekalah yg tau tapi tdk mau tau,,,,, :) atau jgn"" siapa tau kita mba atau saya *yg masih terdoktrin dogma waktu kecil, org muslim itu bakal masuk syurga meskipun di akhirat di ibaratkan pakaian kotor dicuci dineraka lalu dijemur atas dasar itulah kita berbuat semau kita, gampang mengkafirkan org, lalim,korupsi sebanyak""y,suka memandang org lain salah dan menganggap diri'y yg paling benar :) Tuhan tidak bodoh, klw kita hanya di analogikan pakaian kotor saja Berarti gampang masuk surga dong #ABU_SAYYAF, nanti pas disurga tiba"" dia minta Tuhan aku mau memenggal kepala orang gmn? Aku sih ogah satu surga ama #ABU_SAYYAF :) nah dari itu mba yg beriman/ngga kpd Allah silahkan toh meakipun semua manusia kafir Allah tetap jadi Tuhan,,,,lagian yah blm tentu kita jadi hamba Allah cuma kita'y doang yg ngaku"" jgn"" sebenar'y kita hamba jabatan,nafsu,harta bahkan hamba hp/gadget :)"
tangisi,menangisi,1,0,@raditya_dika dulu kucing ku mati pas aku kelas 2 smp aja aku tangisi sampai 3 hari.  Emng kalau udah suka kucing eh pas kucingnya mati sakit banget hati ini:(
emng,memang,1,0,"Emng bener banget ka kalo di@DISTRIBUTOR_HERBALFASHION bisa bikin payudara aku besar dan kencang padahal baru pake 1minggu yang lalu, makasih ya ka rekomendasinya"
malem,malam,1,1,malem ini gw ngrasain bang ð¢ lbih galau ketimbang ditinggal pacarð¢ kucing yg ada 3 yg gw rawat dr umur 3hari skrng tinggal 1 ð­
ngebuktiin,membuktikan,1,0,Nomor 2 cuma bisa janji tapi ga bisa ngebuktiin
bcnda,bercanda,1,0,Mirip bang..... tapi cinggirnyaaaa hhhehehe bcnda yahhhh
yahhhh,ya,1,1,Mirip bang..... tapi cinggirnyaaaa hhhehehe bcnda yahhhh
dteng,datang,1,0,"Bner tuh @zizi_fitri , klo minta maaf dteng k rumahnya tatap mata'y (bunda), bukan tatap kamera, apalagi tatap mata saya (mas dedi) .. Hehehehe (semangat ya bunda, sayang bunda ð)"
k,ke,1,0,"Bner tuh @zizi_fitri , klo minta maaf dteng k rumahnya tatap mata'y (bunda), bukan tatap kamera, apalagi tatap mata saya (mas dedi) .. Hehehehe (semangat ya bunda, sayang bunda ð)"
mata'y,matanya,0,0,"Bner tuh @zizi_fitri , klo minta maaf dteng k rumahnya tatap mata'y (bunda), bukan tatap kamera, apalagi tatap mata saya (mas dedi) .. Hehehehe (semangat ya bunda, sayang bunda ð)"
keberpa,keberapa,0,0,Birthday yg keberpa kak?
dapetin,mendapatkan,1,0,"Cuman di IG@HERBALSTORE.INC kamu bisa dapetin tips tinggi, langsing, dan putih secara alami ð­ð¦ð·ð¬ð¦ ð²ðºð·ð¦ð­ banyak artis yg sudah coba loh follow@HERBALSTORE.INC / Pin 587BA637 / Wa 081221875904 produknya aman banget ga ada efek samping dan ketergantungan,  Udah dapat sertifikat BPOM dan Halal MUI juga (y)"
bangetttt,banget,1,0,Benet bangetttt tuu
sdgkn,sedangkan,1,0,"Ya Allah anak kecil ngk punya salah sama kalian kok pda menghujat,sdgkn family pak @ahmaddhaniprast  jgk ngk meminta apa""dari kalian kn,"
jgk,juga,1,0,"Aku jgk tau dibanda aceh gda tmpt seindah itu kingkong, ð@alsyatta_munawwarah ð ke prncis lah mksd aqu ke bawak aku"
gda,enggak ada,0,0,"Aku jgk tau dibanda aceh gda tmpt seindah itu kingkong, ð@alsyatta_munawwarah ð ke prncis lah mksd aqu ke bawak aku"
ngk,enggak,1,0,"Ngk cocok ,, loh"
ngerasain,merasakan,1,0,"sedih baca na teh, aq bisa ngerasain apa yg di rasain teteh soal na aq juga pernah ngajar anak autis jadi tau gmn hati dri semua ibu yg memiliki anak seperti dek mika, teteh yg sabar yaa dri awal saya liad fto2 teteh saya ngerasa ada yg laen sama dek mika setelah baca tulisan teteh tebakan saya benar, sekali lagi yg sabar ya teteh cantik...semua anak pasti membawa berkah tersendiri :)"
snyum,senyum,1,0,@karinasalim senyum dong ka hehe snyum kelupaan ngapalin koreo nya ya hehee
qw,ku,1,1,Qw pengefans beraat psangan nie.....
beraat,berat,1,0,Qw pengefans beraat psangan nie.....
psangan,pasangan,1,1,Qw pengefans beraat psangan nie.....
nie,ini,1,0,Qw pengefans beraat psangan nie.....
ngmg,mengomong,1,0,anjir tmen2 gue jg ngmg gtu dr lama :') @je.ss.ic @jo.su.al.ex @kareninaendoh
pst,pasti,1,0,"Inilah yg dinamakn jodoh,org yg baik pst jodohnya baik pula"
centillll,centil,1,1,Wkwkwk gempi centillll ððð
smua,semua,1,0,"@mahisha_icha liat smua foto""nyya ðððð"
"foto""nyya",foto-fotonya,0,0,"@mahisha_icha liat smua foto""nyya ðððð"
dgn,dengan,1,1,"Secara gak lgsg mbak @sophia_latjuba88 doesn't agree ya sama spt saya... Saya gak setuju dgn wacana ""full day school"" bukan lamanya jam mengajar tp isinya atau manfaat pengajaran ke siswa yg lbh penting... Bukan kuantitas tp kualitas... Dan kasihan 2 belah pihak... Kasihan si murid karena dunia bermain mereka terampas & kasihan si guru menjadi sapi perah & menjadi seperti ""day care"". (Saya berkomentar karena saya jg seorang guru yg butuh keadilan)"
gantenggg,ganteng,1,1,Tetapppp gantenggg @aliandooo
w,gue,1,0,@dhe.rik w kpn y
kapannns,kapan,1,1,Kapannns? @eltsanysh_
apa2,apa-apa,1,0,"Ayu kalau sendiri sih cantik,tapi kalau udah disebelah nya nabilla,kebanting banget ya,gak ada apa2 nya.jauh bgt kalah cakep nya ama nabilla"
capee,cape,1,0,"LAZYPOD... Skrg udah gak capee pegangin hp mulu. Ada lazypod.. Bisa sambil boboan, mau rebahan ke kanan, kekiri, nyender, aaaak bener bener manjain bgt. Tinggal peleotin aja tangkainya. Lunak tp kuat. @sweetuyonlineshop"
pegangin,memegang,1,0,"LAZYPOD... Skrg udah gak capee pegangin hp mulu. Ada lazypod.. Bisa sambil boboan, mau rebahan ke kanan, kekiri, nyender, aaaak bener bener manjain bgt. Tinggal peleotin aja tangkainya. Lunak tp kuat. @sweetuyonlineshop"
nyender,menyandar,1,0,"LAZYPOD... Skrg udah gak capee pegangin hp mulu. Ada lazypod.. Bisa sambil boboan, mau rebahan ke kanan, kekiri, nyender, aaaak bener bener manjain bgt. Tinggal peleotin aja tangkainya. Lunak tp kuat. @sweetuyonlineshop"
manjain,memanjakan,1,0,Didik sendiri aja kanal anak anda gk bol3h dicubit kalau nakal. Jaman sekolah saya dulu di cubit dipukul pake roll gak ada org tua saya ngadu kepolisi malah kalau ketauan ma org tua malah tambah dimarahin lagi..jaman sekarang terlalu manjain anak org tua sendiri berani dilawan..
bgini,begini,1,0,Dede mimpimu mngkin klau saya mau diksi bgini!ðð @shlsabl @nrulftmh
kt,kita,1,0,"Semoga jiwa kepeduliannya kak olga jd suriteladan buat kt semua,amin."
cabe2,cabe-cabe,0,0,"Bada kiblat bgini ya ,.....Trus lu kate kd gada kasih sayang,eh cabe2 an jgn banyak songeh klo gatau jamannya,lu kan hidup d jaman asanti ...mana tau prjuangan KD,CABE LABIL@@avry_sitohang"
prjuangan,perjuangan,1,0,"Bada kiblat bgini ya ,.....Trus lu kate kd gada kasih sayang,eh cabe2 an jgn banyak songeh klo gatau jamannya,lu kan hidup d jaman asanti ...mana tau prjuangan KD,CABE LABIL@@avry_sitohang"
awal2,awal-awal,0,0,"awal2 sih badan ku ga setabil payu dara ku kecil sebelah dan malu sama temen2 di kampus ku untung aku nyoba alat MHCA nya@dr.arief.herbal ihh beneran salut banget badan ku menjadi setabil dan payu dara ku sama besarnya dan kencang seperti angelina joeli dan aku ga malu lagi lo sama temen2 di kampus ku , makasih yah berkat dokter arief aku ga minder lagi;)"
setabil,stabil,1,0,"awal2 sih badan ku ga setabil payu dara ku kecil sebelah dan malu sama temen2 di kampus ku untung aku nyoba alat MHCA nya@dr.arief.herbal ihh beneran salut banget badan ku menjadi setabil dan payu dara ku sama besarnya dan kencang seperti angelina joeli dan aku ga malu lagi lo sama temen2 di kampus ku , makasih yah berkat dokter arief aku ga minder lagi;)"
temen2,teman-teman,0,0,"dulu aku sering di ejek-ejek sama temen-temenku karna badanku gak maksimal , pas aku mau nyoba produk pelangsing @dr.ayu.herbal wih badanku beneran menjadi langsing dlm waktu 15 hari , jadi aku ga di ejek lagi sama temen2 ku mksih yah dokter ayu:)"
mksih,terima kasih,1,1,"dulu aku sering di ejek-ejek sama temen-temenku karna badanku gak maksimal , pas aku mau nyoba produk pelangsing @dr.ayu.herbal wih badanku beneran menjadi langsing dlm waktu 15 hari , jadi aku ga di ejek lagi sama temen2 ku mksih yah dokter ayu:)"
nyoba,mencoba,1,0,Yg mw berpenghasilan jutaan per hari join bisnisku yuk. GARANSI. Yg cuma mau asal nyoba tapi ngga mau ikutin sistemnya jgn join ya :)
wa,gua,1,1,Wa dah pernah nonton nak... Wa dah tau dari awal... Wa dah nonton dia punya trailer.. @stefy.aurellia.hasnan
utkmu,untukmu,0,0,Utkmu lah @dedi_vale46 :*
ganteung,ganteng,1,1,Mba KD lengkap.anak nya cantik dn ganteung.
ngomong,mengomong,1,0,Ngomong ape lo nyet? @queenshop
ape,apa,1,1,Ngomong ape lo nyet? @queenshop
nyet,monyet,1,0,Ngomong ape lo nyet? @queenshop
km,kamu,1,0,hbd buat km sal maaf telat ngucapinnya yaa smg km sllu sht karir jg lancar dan jg smakin dsyg oleh ortu km
ngucapinnya,mengucapkannya,0,0,hbd buat km sal maaf telat ngucapinnya yaa smg km sllu sht karir jg lancar dan jg smakin dsyg oleh ortu km
smg,semoga,1,0,hbd buat km sal maaf telat ngucapinnya yaa smg km sllu sht karir jg lancar dan jg smakin dsyg oleh ortu km
sht,sehat,1,0,hbd buat km sal maaf telat ngucapinnya yaa smg km sllu sht karir jg lancar dan jg smakin dsyg oleh ortu km
smakin,semakin,1,0,hbd buat km sal maaf telat ngucapinnya yaa smg km sllu sht karir jg lancar dan jg smakin dsyg oleh ortu km
dsyg,disayang,0,0,hbd buat km sal maaf telat ngucapinnya yaa smg km sllu sht karir jg lancar dan jg smakin dsyg oleh ortu km
ortu,orang tua,1,0,Andai para ortu ngerti ilmunya ndidik anak yg benar.. ide mb Sophia oke bgt.. Indonesia msh tertinggal mbk.. blm siap dg kemajuan teknologi.. attitude anak byk tdk diperhatikan
elo,lo,1,1,"Sori, tuaan elo geeh wkwk @vjin95"
ngatain,mengatai,1,0,"@cahya_watty yaudah kalo kaka ngerasa kaka ga cantik, buat apa ngatain anak orang jelek juga? Mau cari temen gitu?.. Harus anak artis banget ya yang diejek? Sejelek jeleknya dia di mata kaka juga dia msh perawaran dan mulus gitu kok"
tpi,tapi,1,0,Tpi kocak
loncattt,loncat,1,0,@zenniputry @bimoanggarayuda @adimi3_widjaja Omaaaaaaakk......pengen loncattt
gapernah,enggak pernah,0,0,"Nau kamu terkenal gara gara apa? Ans pleaseeee aku dari dlu question 1,dll gapernah dijawab nihh... #nauraqna"
bosen,bosan,1,0,"Dr dulu gapernah bosen ngereplay, wdyt? @azriinazulfaa"
bangeeettt,banget,1,0,"Oke bro!!!!.... Super bangeeettt,...!!!"
